adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[],1064760,fr,Histoires Ordinaires,Histoires ordinaires is a filmed diary that covers the year 1990.,0.6,/4r0oFZ3uOlAC1Hre1naEgUjtDE6.jpg,1990-12-31,Histoires Ordinaires,False,0.0,0
False,,[],533793,fr,Chutes de Concertino,"The filmmaker recycles the discarded material from Concertino, a film conceived for a piece for ten dancers by the same name by Catherine Diverrès, a celebration of bodies shaken by emptiness.",0.6,/3iXMjheOAt3u7K7BQSo2LH3kNLw.jpg,1990-12-31,Concertino Outtakes,False,0.0,0
False,/pPmlezEIC9szBnzr6kK27M4Auvk.jpg,"[18, 53]",45131,fr,Simple mortel,"A young man, a researcher in ancient languages, begins to receive strange radio messages in a language only he knows. The messages ask him for very bizarre missions. Eventually, he understands that he's just a pawn in an intergalactic game, and that the fate of Earth depends on him.",1.338,/5wsK6O4IYI1i4EFilxf77Qqzf3K.jpg,1990-12-31,Simple mortel,False,6.5,6
False,,[18],1157230,fr,"Lim, lam, lom","A re-enactment of a tale of the Dogon people of Sanga, Mali, showing how the Dogons conceive criminality, justice and the death penalty.",0.6,/iqKimQ6fwSsI0sPLmWWtsauwqvx.jpg,1991-01-01,"Lim, lam, lom",False,0.0,0
False,/3rf5ZIFAabF7xezfDssqXKLONV3.jpg,"[99, 12]",1152131,fr,Aconcagua,"History of the first ascent of Aconcagua by the south face in February 1954 by the French shock team led by René Ferlet and composed of Lucien Bérardini, Adrien Dagory, Edmond Denis, Pierre Lesueur, Robert Paragot and Guy Poulet. In seven days of combat, they extricate themselves from the mountain in a pitiful state; all except Robert Paragot will be victims of severe frostbite which earned them amputations, some important as for “Lulu” Bérardini who lost part of his left hand.",0.6,/8T97L4kr1RILyaejnkOZ6RvbPPj.jpg,1991-01-01,Aconcagua,False,10.0,1
False,,[10402],1150632,fr,"Debussy, Images pour orchestre",,0.6,,1991-01-01,"Debussy, Images pour orchestre",False,0.0,0
False,,[],1139410,fr,Costa de Lavos,,0.6,/gcS1SmMepOyUjCGNumkol1UMsNn.jpg,1991-01-01,Costa de Lavos,False,0.0,0
False,,"[99, 10770]",1115121,fr,Memoires d'aveugle,"In 1990, the Louvre invited the French philosopher Jacques Derrida to create a visual and philosophical product based on the materials of the museum's exposition. The philosopher chose the image of a blind man in painting. In the film, Jacques Derrida reflects on the drawings of the Louvre's ""Parti-pri"" exposition. The director captures the emerging thought and, with the help of various representative means, allows us to see the rapprochement that Jacques Derrida establishes between the gesture of the artist and the gestures of the blind man.",0.6,/8dBDtlSLwGyk8UHgpb6jOUJyHga.jpg,1991-01-01,Memoirs of the Blind,False,0.0,0
False,,"[99, 10402]",1111293,fr,Elvis Costello and the Brodsky Quartet - The Juliet Letters,,1.4,/2nMHnhb8MbZ3aRKVXqkHH18pOP1.jpg,1991-01-01,Elvis Costello and the Brodsky Quartet - The Juliet Letters,False,0.0,0
False,,[99],1093491,fr,Patrons 78-91,"A new shorter and uncensored TV version of Patrons - Télévision (1979). The dates ""1978 / 1991"" are used in reference to the ""missing years"", the amount of time during which the film was not authorized to be shown on TV in France.",0.6,,1991-01-01,Patrons 78-91,False,0.0,0
False,,[99],1078110,fr,Non-Lieux,"A look at the life of society's outcasts through three locations: the Fleury-Mérogis prison, a low-income housing project in the Paris region, and the shacks of a vacant lot at the gateway to Saint-Ouen. A reflection on the idea and use of freedom.",0.6,,1991-01-01,Non-Lieux,False,0.0,0
False,,"[16, 878]",1077953,fr,Starwatcher,"A short pilot for what would be the first feature-length animated film by Jean Giraud and Medialab, cancelled in 1992 with the death of Alain Guiot.",0.6,/9BpTAXcen3mhPhN4jDb5Kg26O0h.jpg,1991-01-01,Starwatcher,False,0.0,0
False,,[],1066686,fr,Les Diablesses Du Ring,"French Documentary focusing on All Japan Woman's Pro Wrestling. Showing the touring along with interviews with the wrestlers. Mainly focusing on Bull Nakano, Aja Kong, Manami Toyota, and Debbie Malenko",0.6,/4sDUHBnSsqqeL91zRqxNKXDgG1l.jpg,1991-01-01,The Devils Of The Ring,False,0.0,0
False,/fS6A35MxdceH9vlWtWEWULtNyTH.jpg,[99],1059321,fr,Un homme de Parole,,0.6,/xGfRDHynySc7O8vA4FmoG9d2bx.jpg,1991-01-01,Un homme de Parole,False,0.0,0
False,/sx7xvhQsxikREKv01wag3zQMjCq.jpg,"[99, 12]",1056207,fr,Alain Robert en solo integral,"Before tackling the ascent of urban buildings, Alain Robert was considered one of the best specialists in the ""climbing"" of cliffs. His passion nearly cost him his life in 1982, when a fall rendered him 66% disabled. At the time the doctors were convinced that he could no longer indulge in this passion. This does not prevent him, by dint of motivation and training, from climbing more than 170 buildings around the world to date, and from soloing technical routes at his maximum level, such as ""La Nuit du Lézard"". (8a+) in Buoux (France), where here is ""L'Ange en Décomposition"", in 1991, a mythical course in the Gorges du Verdon.",0.6,/8njuTKufgN5pLWFoWJa6JoKUEVb.jpg,1991-01-01,Alain Robert en solo integral,False,10.0,1
False,/htwOHCZtnzuN3bHgQhPaa8s43Hp.jpg,"[99, 12]",1039309,fr,Avoir 16 ans et toutes ses Andes,,0.87,/nCH1irynMLRDpRlfZPIhfAKwSyh.jpg,1991-01-01,Avoir 16 ans et toutes ses Andes,False,10.0,1
False,/6v08sSbNP9WlpAw1fOsUZLC8dDa.jpg,"[99, 12]",1039296,fr,Un Pic pour Lénine,,0.62,/5uzHinEODVgncxTuoIhuTBI2jOZ.jpg,1991-01-01,Un Pic pour Lénine,False,10.0,1
False,,[],1019278,fr,O Mana,,0.6,/dmXrJGD0DG94QqDdGJ6Oc17NHsu.jpg,1991-01-01,O Mana,False,0.0,0
False,,"[16, 10751]",1006393,fr,Max et les Maximonstres et autres histoires,,0.6,/z0pLug0tjuD05U8tVT3Wf4VKtz6.jpg,1991-01-01,Max et les Maximonstres et autres histoires,False,0.0,0
False,,"[99, 10402]",994976,fr,Une leçon particulière de musique avec Yvonne Loriod,"Yvonne Loriod was not only an incredible performer of the music of her time, but also Olivier Messiaen's muse, the one in whom and for whom he found the natural and concrete extension of his art, of his inspiration. This documentary is a beautiful testament to what this great artist represented.",0.6,/aOG4UxDEY8t3A3sIDz1rUV5PxU7.jpg,1991-01-01,A Private Music Lesson with Yvonne Loriod,False,0.0,0
False,,[99],962847,fr,The Guardian of the Forces,"'The Guardian of the Forces' introduces the viewer to the world of Sikavi, a ‘fetish priest’ in Lome, Togo. He controls the spirits of several voodoos or gods. The film explores the significance of sacrifice and possession in communicating with spirits of ancestors and voodoo deities. Tradition and modernity are contrasted in this colourful documentary, which provides insight into healing practices of life and death.",0.6,,1991-01-01,The Guardian of the Forces,False,0.0,0
False,,[],954523,fr,Les saisons quatre à quatre,A series of photographs of a tree illustrates the passing of the seasons of the year.,0.6,,1991-01-01,Les saisons quatre à quatre,False,4.0,1
False,/btP8r0L0rIPDN5hKdS0xizxO2Uq.jpg,[18],947329,fr,Ombres Blanches,,0.63,/8LvBDcpgulcbxdcSAmO5MuBGeur.jpg,1991-01-01,Ombres Blanches,False,10.0,1
False,/gdjmdeyAB6yTEJM66E4ZOyKcQaJ.jpg,"[99, 27]",945986,fr,Les Documents Interdits,"The Forbidden Files, films of Jean-Teddy Filippe, flirt with fantasy featuring pictures and voiceovers to create the illusion of a documentary about the strange events from around the world.",0.6,/1AT4jrMwVejGQBoAm5pdA2MczM.jpg,1991-01-01,The Forbidden Files,False,6.0,1
False,,[16],942248,fr,Muybridge,"Animated short film presented at the Annecy International Animation Film Festival in 1991 by students from GOBELINS, the school of image.",0.6,/3DsbfONylHQDab1Q6vgTqPF5MMt.jpg,1991-01-01,Muybridge,False,0.0,0
False,,[],932485,fr,Spring,"""To move the world (and thus the mind!) with one's eyes, to put (part of) it into a box (like we do) and shake it, gently, as to bring its (the world's, the mind's) particles to life (again) [...]  A souvenir; capturing (in vain!) time (lost), passing us by like the shadow of a fast-moving cloud."" -T.K.",0.6,,1991-01-01,Spring,False,0.0,0
False,,[],918114,fr,Lance et compte: Le retour du chat,,0.6,,1991-01-01,Lance et compte: Le retour du chat,False,0.0,0
False,,[],918102,fr,Lance et compte: Le choix,,0.6,,1991-01-01,Lance et compte: Le choix,False,0.0,0
False,,[],913299,fr,De justesse,,0.6,,1991-01-01,De justesse,False,0.0,0
False,,[99],874668,fr,Des lumières dans la grande noirceur,"Through the eyes of a Quebec Jewish activist, Lea Roback, feminist, unionist, pacifist and communist, A VISION IN THE DARKNESS proposes a modernist vision of Quebec history, from the beginning of the twentieth century to the period knows as « La Grande Noirceur », the Great Darkness.",0.6,/9EUAj1MZnC8MHfQqmY41zwTkRqa.jpg,1991-01-01,A Vision in the Darkness,False,0.0,0
False,,[99],869968,fr,Le Pont-Neuf des amants,,0.6,,1991-01-01,Le Pont-Neuf des amants,False,0.0,0
False,,"[99, 36]",833272,fr,Le Temple Souterrain Du Communisme,,0.6,/liVLTdLO6C9qqlCi9KgbuxRp4IV.jpg,1991-01-01,The Underground Temple of Communism,False,0.0,0
False,,[],824022,fr,La différence entre l’amour,"The action takes place in the 18th century, in the convent of Kaufbeuren in Bavaria. A young nun, Sister Crescence, has a vision of the Holy Spirit in the form of a handsome young man.",0.6,,1991-01-01,La différence entre l’amour,False,0.0,0
False,,[99],807080,fr,Liaisons périlleuses,A visual trajectory denoting the abstraction of sexual experiences which leads the viewer/voyeur to question her construction/appropriation of eroticism.,0.6,,1991-01-01,Perilous Connections,False,0.0,0
False,,[],806865,fr,Scènes de ménage,"A woman cleans her house, from time to time, when she can, like everyone else. When her hands are busy, she dreams, she makes a wish that she immediately grants in her mind.",0.6,,1991-01-01,Scènes de ménage,False,0.0,0
False,,[99],734994,fr,Dix mille ans de cinéma,"This documentary offers the reflections of filmmakers shot at FESPACO 1991. Djibril Diop Mambéty, David Achkar, Moussa Sene Absa, Mambaye Coulibaly, Idrissa Ouedraogo, Mansour Sora Wade... express their faith in the eternity of African cinema.",0.6,/eFp5wEqjy13ikvqv4RSjTdT6lYr.jpg,1991-01-01,"10,000 Years of Cinema",False,0.0,0
False,,[],715793,fr,Suite Sans Suite À Suivre,"Stone cold and black in appearance but stone / ivy, like a labyrinth blinded by the rain which shimmers in lines of light, stone / ivy which diffuses a little geological water.",0.6,/hrBrEx0Z6ddpGdYTZFsKBhEchE1.jpg,1991-01-01,Suite Sans Suite À Suivre,False,0.0,0
False,,[],715450,fr,Sine Nomine,A film made from the scraps of different films; a montage film on the expression of time in cinema.,0.6,/oGlXxrcJtFaJ0xGLrnjaJsnihyv.jpg,1991-01-01,Sine Nomine,False,0.0,0
False,,[],708300,fr,Les Éffaceurs,"A man flees, his face in his hands. He's hiding it, because it refuses to erase. (kg)",0.6,/nz4FFj3nhTyMMyJSIqUZzaDXzPR.jpg,1991-01-01,The Erasers,False,0.0,0
False,,[18],688701,fr,Le jour du chat,A woman has difficulty dealing with the death of the family pet.,0.6,,1991-01-01,The Day of the Cat,False,0.0,0
False,,[99],641448,fr,Nylon Blues: A History of the Nylon Stocking,Events of strange and serious nature mark the invention and the manufacture of the nylon stockings. For example inhuman exploitation of workers in artificial silk factories. The US army was a substantial promoter of the nylons.,0.6,,1991-01-01,Nylon Blues: A History of the Nylon Stocking,False,4.0,1
False,,[],629272,fr,Continuum,"In association with Denis Le Rue. Film haptique / epic, with two male bodies, shot outdoors. Electroacoustic music. Sensual symphony of ecstatic images.",0.84,,1991-01-01,Continuum,False,0.0,0
False,,[],609266,fr,Blue Venice / Red Hotel,"""The Red Hotel: flying car. Filmed from the backseat, images scroll at the speed of miles fleeing, forwards, backwards ... and on this road, Venice. Floating lights, gratings, bridges above, below. The city was coming out of the Red Hotel to bend under the magnifying glass and the flashlight of the projector, drunk by the narrow streets and carried by the seasickness emanating from the ""flicker"" which returns in waves. Venice left the Red Hotel to take another turn, detached from the previous trip, it seems to become a suite of old postcards and gives to people who pass and search at a second-hand dealer, memories of yesteryear.“",0.6,/mCxDZ53aUlKxfDZxSDUMTuyANjT.jpg,1991-01-01,Blue Venice / Red Hotel,False,0.0,0
False,,[],569194,fr,Montréal '90,,0.6,/6yhAtciBy6YIKtLSf3Rjc3wYrAJ.jpg,1991-01-01,Montréal '90,False,6.0,1
False,,[],569153,fr,Autour d'une exposition,,0.6,/dGKFt6aWQAbUxH5lELd6THusZOF.jpg,1991-01-01,Autour d'une exposition,False,0.0,0
False,,"[10402, 99]",557750,fr,Carmen,"Bizet's masterwork, Carmen, directed for stage by the Spanish actress Núria Espert.",0.6,/6S7qQa5eBaoZ0DepG3cWO95NyAF.jpg,1991-01-01,Carmen,False,0.0,0
False,,[],533789,fr,Avec Bernardo,"Portrait of the contemporary dance dancer and choreographer, Montet Bernardo.",0.6,/8oYU01olPjyegcC5jRVwFL5a5EA.jpg,1991-01-01,Avec Bernardo,False,0.0,0
False,,[99],532850,fr,Naissance d'un hôpital,,0.6,,1991-01-01,Naissance d'un hôpital,False,0.0,0
False,,[],521611,fr,Les inconnus - Isabelle les yeux bleus,,0.6,,1991-01-01,Les inconnus - Isabelle les yeux bleus,False,0.0,0
False,,[18],519368,fr,Une goutte du sang,A gay man is diagnosed with AIDS. He puts a drop of his blood in his twin brother's glass... Inspired by Hervé Guibert.,0.84,,1991-01-01,Une goutte du sang,False,0.0,0
False,,[99],519367,fr,Peau contre peau (les risques inutiles),"A young gay man is tested for AIDS. He won't use condoms; he prefers ""skin against skin.""",0.6,,1991-01-01,Peau contre peau (les risques inutiles),False,0.0,0
False,,[99],519366,fr,Le Trou madame,A fictional documentary on the representation of female genitalia in art - Director François Ozon,0.6,,1991-01-01,Le Trou madame,False,0.0,0
False,,[],519363,fr,Deux plus un,Two gay men at a seaside resort meet a straight woman. The young woman has an affair with one of them.,0.6,,1991-01-01,Deux plus un,False,0.0,0
False,,[],516180,fr,The Dog Star Man Has a Too Big Flaming Cock for the Sheba Queen,,0.6,/jIFUm1DZ0ZNgAH8kqautnFwuvlX.jpg,1991-01-01,The Dog Star Man Has a Too Big Flaming Cock for the Sheba Queen,False,0.0,0
False,,[],506267,fr,L'ombre qui pensait plus vite que son homme,"Serge Daney comments on an interview with Woody Allen by Jean-Luc Godard. As always with him, the comment is a pretext for digressions, and the opportunity to embrace the history of cinema, images and medias as a whole. Odile Converset, blind by birth and film buff, and director Maurice Dugowson accompany him and question him.",0.6,,1991-01-01,Damned ! Daney,False,0.0,0
False,/gHT1MOnu7svpdqeJdkrH0E56WH4.jpg,[35],502112,fr,La Cantatrice chauve,,0.6,/qsinO4FXtVDg9jfEdL4bFuJYihk.jpg,1991-01-01,La Cantatrice chauve,False,7.0,1
False,,[],498710,fr,Henry VIII,"Henry VIII is an opera in four acts by Camille Saint-Saëns, from a libretto by Léonce Détroyat and Armand Silvestre, based on El cisma en Inglaterra (The schism in England) by Pedro Calderón de la Barca. It was revived in 1991 at the Théatre Impérial de Compiègne in a production by Pierre Jourdan, with Philippe Rouillon as Henry VIII, Michèle Command as Catherine of Aragon and Lucile Vignon as Anne Boleyn. The production was made into this film.",0.84,/y76Xts4WWhHyGRsmNFWG7tEimiI.jpg,1991-01-01,Henry VIII,False,0.0,0
False,,[35],482778,fr,"Allo, Maman !",,0.62,/fIEfDCYrfgHpZzWFP7MAvooXvBv.jpg,1991-01-01,"Allo, Maman !",False,4.5,1
False,,"[10770, 28, 18]",481863,fr,L'Impure,"Paris, 1931. A beautiful young french woman suddenly gives up her career as a model after she discovers she has leprosy. She then quits her luxury life with her husband and her little boy and leaves for the Fidji islands in an attempt to get healed in a special place where leprous people like her are taken care of. There, she is soon called 'the white goddess' as she makes a strong impression on many persons around her, especially men. The film describes her life experience because of the secret she holds about her sickness...",0.87,/11nz2uFJUv3BtMpCQsIghzvPLMN.jpg,1991-01-01,L'Impure,False,2.0,1
False,,[],462515,fr,Point mort,,0.6,,1991-01-01,Point mort,False,0.0,0
False,,[],460753,fr,"25 décembre 58, 10h36","Two children are cycling in a street of the Butte Montmartre, one of them falls and kills himself on the spot. The witnesses of the tragedy meet again 30 years later.",0.6,,1991-01-01,"25 décembre 58, 10h36",False,0.0,0
False,,"[10770, 35]",460189,fr,Les dessous de la passion,,0.806,,1991-01-01,Les dessous de la passion,False,0.0,0
False,/oS2htqcNKAuHbMZW2LUshYOCtJ0.jpg,"[10752, 99]",456917,fr,"Viêt-nam, la première guerre. 2ème partie : Le tigre et l'éléphant",,0.6,/vh1uaklf32XcOAc5I0CfGE3HKFz.jpg,1991-01-01,"Viêt-nam, la première guerre. 2ème partie : Le tigre et l'éléphant",False,0.0,0
False,/nwGvIc7X48jthA10czftAH8S17T.jpg,"[10752, 99]",456916,fr,"Viêt Nam, la première guerre. 1ère partie : Doc lap",,0.6,/6ygedyrzxk6dpKqsTvM5HCHM9oZ.jpg,1991-01-01,"Viêt Nam, la première guerre. 1ère partie : Doc lap",False,0.0,0
False,,[18],449947,fr,Une nuit à l'école,,0.672,/35WkuGUMPiINhu0gV0Wq4HqdPI1.jpg,1991-01-01,School's Out,False,4.0,1
False,,[99],431660,fr,L'Art silencieux,,0.6,,1991-01-01,L'Art silencieux,False,0.0,0
False,,[99],431658,fr,La Ville qui traverse le temps,"A documentary in which Marcel Hanoun examines, delimits, paces up and down and criss-crosses the town of Langres, offering the houses, walls and everything which makes up the identity of a place, an opportunity to express themselves through the time of seasons but through that of History.",0.6,,1991-01-01,The City Through Time,False,0.0,0
False,,[],408953,fr,Un homme et deux femmes,"The film is a wonderfully accurate portrayal of the three stories: The stories are tied together with original dialogue and scenes by Martha / Anne / Freda / Judith (Valérie Stroh) and René Feret which follow a Golden Notebook/Anna Wulf theme: she is ""writing"" the stories and has a boyfriend named Paul who is a psychiatrist. A Man and Two Women: Anne, a young woman, a slightly bohemian painter: ""in love"" with her newborn, she abandons her husband while Isabelle, her best friend, attracted by to him and becomes little by little her rival. Each Other:Fréda finds her brother every morning in the secret of her bedroom,they leave themselves and incestuous effective becomes the only possible relationship for both. Our Friend Judith: Judith, a cold and warm intellectual, secret and complex - Beautiful, Judith is careful not to show it, she knows interment and that is enough. Intelligent, she does not bend to the rules of fashion nor seduction.",0.6,,1991-01-01,A Man and Two Women,False,4.5,4
False,,[],373260,fr,Auschwitz,"For the world, the Auschwitz camp is a symbol of the Holocaust, genocide, and terror.  Never before in human history were so many people murdered in a planned way.  In such a short time and in such a small space.  Between 1940 and 1945, the Nazi Germans deported over a million Jews, nearly 150,000 Poles, 23,000 Roma, and 15,000 Soviet prisoners of war, and about 25,000 prisoners of other nationalities here.  The overwhelming majority of them perished in the camp. This film is dedicated to the memory of each and every one of them.",0.6,/vQPNoQAMXxcwpqA09RHclFR8m5e.jpg,1991-01-01,Auschwitz,False,0.0,0
False,,[99],363087,fr,Royaume,"Light, colour, abstraction, perception, hallucination: a few concerns closely akin to those of ETANT DONNÉS which, however, do not amount to them. The most fruitful feature of such closeness lies in the tension of the many differences, and mainly, for ETANT DONNÉS, the issue of the primacy of the visible and the real, which does not exclude the pursuit of sensation.",0.71,/heddY18kHEDL2esbbvyGCytu8O.jpg,1991-01-01,Royaume,False,7.3,4
False,,[],346001,fr,Babel - lettre à mes amis restés en Belgique,"""Babel / Letter to my Friends who Stayed in Belgium"" narrates the day-to-day existence of a filmmaker wandering through his city (Brussels) and who has a notion to follow in the footsteps of dramatist Antonin Artaud and visit the Tarahumara people of Mexico.  This is a film about intimacy and friendship. Written in the first person, it places Boris and Brussels in the center of the universe, here represented by the crazy, vertiginous, endless spiral of the biblical Tower. It is Boris's diary and self-portrait. He plays himself on screen (as do the cast of a hundred who also allowed themselves to be ""Babelized"")",0.6,/z5bWUaXCYUQwAOU9wC9jUQyGAQK.jpg,1991-01-01,Babel: A Letter to My Friends Left Behind in Belgium,False,5.0,4
False,,[],301583,fr,À la recherche de Christian B.,"Christian Boltanski is one of the greatest contemporary French artists, known the world over. The narrator, who once knew Boltanski, attempts to reassemble the images of a friend he hasn't seen in twenty years. This is the starting point for a kind of investigation in which documents of varying sources are thrown into the file.",0.6,,1991-01-01,À la recherche de Christian B.,False,0.0,0
False,,[18],289264,fr,Ashakara,An action thriller which lends a multinational depiction of contemporary Africa and centers on a local homeopathic cure for a virus that has crept into Africa.,0.6,/aSNURTxR89wCqA2flTZumhWFav.jpg,1991-01-01,Ashakara,False,5.8,4
False,,[35],281146,fr,Le lotus d'or,"Ximen Qing, a rich mandarin, deserts his wives to play with the courtesans. One of his young spouses, tired of languishing, consoles herself with a lackey.",0.6,,1991-01-01,The Golden Lotus,False,0.0,0
False,,[99],244734,fr,Chasseurs des ténèbres,Oscar nominated documentary short from 1991,0.6,/r7wU7nPzp2yEoDGgAAXA01VOOJu.jpg,1991-01-01,Birdnesters of Thailand,False,0.0,0
False,,"[99, 18]",239453,fr,Pensées et visions d'une tête coupée,"The theme of death is heavily interwoven in Smolder’s surreal salute to Belgian painter Antoine Wiertz, a Hieronymus Bosch-type artist whose work centered on humans in various stages in torment, as depicted in expansive canvases with gore galore. Smolders has basically taken a standard documentary and chopped it up, using quotes from the long-dead artist, and periodic statements by a historian (Smolders) filling in a few bits of Wiertz’ life.",0.85,/oDWYpp1CdqJzw7tOxISlRU5Aan1.jpg,1991-01-01,Thoughts and Visions of a Severed Head,False,7.0,1
False,,[16],219200,fr,Les Miroirs du Temps,"This short animated film delves into the mysteries of time: how calendars came to be; why the seasons change; why the year is divided into days, etc. From Babylon to 16th-century Europe, this film presents the history of the measurement of time.",0.65,/9ppfUidzWagUZgsxjtfZkK98Qg8.jpg,1991-01-01,Mirrors of Time,False,10.0,2
False,,"[36, 12, 10770]",209767,fr,L'enfant des loups - Vanda,,1.015,/rJ3hJefYbhQJGe4wRzylZRcM35y.jpg,1991-01-01,L'enfant des loups - Vanda,False,8.0,1
False,,[18],196901,fr,La demoiselle sauvage,"Marianne, a young Canadian nurse living as an expatriate in Switzerland, is traumatized by a violent incident and becomes lost in the Alps. In time, a Swiss engineer working in the mountains discovers her; he gives her a place to stay and slowly gains her trust as she regains her health. However, he soon discovers she's wanted by the law, and circumstances become difficult for him as he tries to hide her from the authorities.",0.6,,1991-01-01,The Savage Woman,False,5.5,2
False,,[35],76869,fr,Autant en emportent les Vamps,,0.6,/4UClahVOnNIs6lfXDRPElbroiXP.jpg,1991-01-01,Autant en emportent les Vamps,False,8.0,1
False,,[],72161,fr,Scorpions - Savage Crazy World,"Bad Boys Running Wild, Hit Between The Eyes, I Can't Explain, The Zoo, Rhythm Of Love, Crazy World, Can't Live Without You, Blackout, Dynamite, Lust Or Love, Big City Nights, Rock You Like A Hurricane",0.876,/pWJ2EOR1NtvHtFZU3zN2PyxFhnp.jpg,1991-01-01,Scorpions - Savage Crazy World,False,0.0,0
False,/4ozE2lEgvjRJcr28CnZCvNsYjDc.jpg,[99],35899,fr,Djembefola,"African drummer leaves village, makes it big in the world. Great drumming!!",0.726,/dybcmoMtg286o6ivhhi3qvk5D9V.jpg,1991-01-01,Djembefola,False,7.8,4
False,,[99],17283,fr,La Guerre sans nom,"Documentary on the French-Algerian conflict 1954-1962 which was never officially called a ""war"", including interviews with some of the survivors.",1.231,/8WJLVLj1QE0VDhb6u9ReCRTFxDY.jpg,1991-01-01,La Guerre sans nom,False,8.5,4
False,,[35],753600,fr,Des filles et des chiens,"Two friends are walking in the street while playing ""Do you prefer to"" ...",0.6,/ybx354V9vIjKVzuLfTZLUJA2qqA.jpg,1991-01-02,Des filles et des chiens,False,5.8,4
False,,[],271690,fr,Blanc d'ébène,"The year is 1943 and the place is Balandou, a small village in Guinea. The plot revolves around Adjutant Mariani, some kind of a misfit. Despised by his superiors, hated by his wife Marie-France, he represents colonial France while dreaming of Africa and its mysteries. When pro-independence Lanseye Kante, the new manager of the school, arrives in the village, turmoil arises.",0.6,/7EhLH8DIGQJTsN8pHVnTolFMhkI.jpg,1991-01-02,Blanc d'ébène,False,0.0,0
False,,[],528306,fr,L'huissier,,0.6,/qREiyVKEa4lYeXFkLj0mKcE83H5.jpg,1991-01-03,L'huissier,False,0.0,0
False,,"[12, 36, 10770]",217966,fr,L'Enfant des loups - La peau de la louve,,0.6,,1991-01-08,L'Enfant des loups - La peau de la louve,False,0.0,0
False,,"[35, 18, 10770]",844802,fr,Pas une seconde à perdre,A young inspector from the Ministry of Culture has to replace at short notice a theater actor who has broken his leg.,0.911,/zV8wx5a9qMe7AO08HkCzh4Wi7D3.jpg,1991-01-09,Pas une seconde à perdre,False,5.0,1
False,/sfu1lPwOKo83EZkvoj5Vs2mOX67.jpg,[36],671240,fr,Les Palmes de M. Schutz,,0.6,/AremEOTAmrKXYjzwHVV6AAVGVGn.jpg,1991-01-09,Les Palmes de M. Schutz,False,0.0,0
False,,[18],887332,fr,Harems,"Harems is a love story between a screen-writer and a gogo-boy, the latter being typically representative of the image of seduction in the 80's. The screenwriter leaves on a journey and asks the gogo-boy to accompany him. A scandal breaks out and the gogo-boy's antics lead to both men's meeting with the narrator. She introduces the spectator to the psychological state of the screen-writer - who is in the process of inventing a mythic character based on his lover - and befriends and helps the gogo-boy in his quest for happiness. The narrator relates the story taking place between the two men and questions the relationship between fantasy and the reality of love.",0.6,/iE4Pi1WqQPiIlVsNIWMwJxNPFv8.jpg,1991-01-10,Harems,False,0.0,0
False,,"[35, 10770, 18]",844784,fr,Duplex,An archaeologist who has been charged with bringing a pre-Columbian statue back to France meets a journalist during a stay in the jails of South American revolutionaries.,0.6,/piS5lbULpzxW2bZQjCKvhuxO66u.jpg,1991-01-12,Duplex,False,0.0,0
False,,"[12, 36, 10770]",218178,fr,L'Enfant des loups - la Révolte des Nonnes,,0.664,,1991-01-15,L'Enfant des loups - la Révolte des Nonnes,False,0.0,0
False,,[],918094,fr,Lance et compte: Envers et contre tous,,0.6,,1991-01-16,Lance et compte: Envers et contre tous,False,0.0,0
False,,[18],570340,fr,Le vent de la Toussaint,"A veteran of the Indochina war, a doctor emigrated to Kabylia. He is torn between his love for the sister of a rebel group and his duty as a patriot.",0.7,/nhcTEItXEwO9vt5tqJDhqt5c0gh.jpg,1991-01-16,Le vent de la Toussaint,False,0.0,0
False,,[18],66544,fr,Transit,"In 1941, those who had remained around too long to completely escape the Nazi blitzkrieg had one small, slim chance to escape persecution. They could travel to Marseilles and attempt to get the servile but still nominally independent government of Vichy France to grant them an exit visa. Then they could take passage to safer climes on one of the neutral vessels that stopped there. This drama, based on a novel by Anna Seghers, follows the fates of a small group of desperate people who are attempting to do just that.",0.906,/gUQ4vftndCFBwHjm4eNSoZZiJ2d.jpg,1991-01-16,Transit,False,4.5,1
False,,"[35, 10770]",845442,fr,L'ordinateur amoureux,"Corinne Vanier is the young and charming secretary of a computer company run by Jacques Touret. For some time now, she has been seeing on her computer screen declarations of love that are as anonymous as they are passionate. Their author, Michel Alliard, a young executive in love, is too shy to dare approach Corinne directly. While trying to obtain more precise information on the identity of her mysterious suitor, Corinne becomes convinced, through an unfortunate combination of circumstances, that he is none other than Jacques Touret, her manager. This is the beginning of a series of misunderstandings.",0.6,/p6xjJc3Y3TuXSPZONPyRxjWHKIe.jpg,1991-01-19,L'ordinateur amoureux,False,0.0,0
False,,[99],567869,fr,Solitude perdue,,0.6,/pvzmJ6ewI1yF60dII6tO0c2aSbO.jpg,1991-01-19,Solitude perdue,False,0.0,0
False,,[99],567867,fr,Nuages de soie,,0.6,/sxIkQFjQNswMuyjXAfm1M1Szy4Z.jpg,1991-01-19,Nuages de soie,False,0.0,0
False,,[99],583358,fr,Cinécabot,Cinécabot is a series of one shot portraits between a person and his/her dog(s) interacting together as they please.,0.6,/cR3tRg6Xugm0VGXoyZ4W5n7Tcjw.jpg,1991-01-20,Cinécabot,False,0.0,0
